nama,lat,lon,elevasi_m
Gunung Sidowayah,-8.063056,111.184722,
Gunung Sidowayah,-7.504167,111.805833,
Gunung Siduas,-2.235800,139.138300,
Gunung Siduda,-7.510278,109.645000,
Gunung Sientu,3.700800,108.125000,
Gunung Sieum,-6.708333,107.105278,
Gunung Sigandu,-7.636667,109.799722,
Gunung Sigarpijah,-7.423333,108.315278,
Gunung Sigeblug,-7.121944,109.214444,
Gunung Sigedong,-7.150278,109.056667,
Gunung Sigelap,-7.614167,109.838889,
Gunung Sigemeri,-2.031389,133.637778,
Gunung Sigemyang,-7.146667,109.644722,
Gunung Sigendol,-7.585000,109.945000,
Gunung Sigeni,-7.534444,109.857778,
Gunung Sigentong,-7.545556,109.621111,
Gunung Sigepak,-7.774722,110.101944,
Gunung Sigersang,3.119000,97.411900,
Gunung Sigerung,-7.267500,109.335278,
Gunung Siglutak,-7.089444,109.506111,
Gunung Sigogo,4.137500,96.731200,
Gunung Sigombok,-7.343611,109.746389,
Gunung Sigombyar,-7.033889,110.406944,
Gunung Sigrun,2.812300,97.882300,
Gunung Sigua,-7.586389,109.898611,
Gunung Sigude,-7.517222,109.629722,
Gunung Sigudig,-7.066667,109.214167,
Gunung Sigumur,-5.443100,105.330100,
Gunung Sijambul,-7.201111,110.237778,
Gunung Sijebi,-6.494444,106.980000,
Gunung Sijeruk,-7.273611,109.071111,
Gunung Sikaduduk,-1.555500,100.830700,
Gunung Sikadudukgadang,-1.518200,100.826800,
Gunung Sikai,-2.061200,101.124100,
Gunung Sikala,1.283333,120.833333,
Gunung Sikapat,-7.518889,110.115833,
Gunung Sikapol,-6.116389,106.063056,
Gunung Sikebo,-7.518056,109.607500,
Gunung Sikecing,-7.609167,109.960556,
Gunung Sikedung,-7.257778,109.548333,
Gunung Sikepel,-7.149722,110.477778,
Gunung Sikepuh,-6.108889,106.040833,
Gunung Sikipipian,-3.691667,127.930833,
Gunung Siklontang,-7.683889,109.448056,
Gunung Sikluk,-7.388611,107.662222,
Gunung Sikreak,-7.597500,109.810278,
Gunung Sikrikil,-7.584722,109.813056,
Gunung Sikulat,3.397000,97.112900,
Gunung Sikulus,-1.189900,101.151200,
Gunung Sikunang,-7.310278,109.617778,
Gunung Sikundo,4.471200,96.437300,
Gunung Sikundur,3.900833,97.956667,
Gunung Silagar,-7.533056,109.954167,
Gunung Silai,0.050000,127.450000,
Gunung Silak,-8.866111,116.306111,
Gunung Silamar,-7.248611,109.404722,
Gunung Silanang,-7.532500,109.921944,
Gunung Silanggawe,-6.618611,106.253611,
Gunung Silangit,-7.094722,109.687500,
Gunung Silangjana,-8.205556,115.165278,
Gunung Silantur,-7.616667,109.799167,
Gunung Silapul,-3.273889,127.574722,
Gunung Silarangan,-7.616667,109.958889,
Gunung Silasi,-1.665600,101.392700,
Gunung Silayang,-0.247778,100.129722,
Gunung Silemu,-7.695278,109.445000,
Gunung Silemut,3.692500,108.275000,
Gunung Silender,-7.638056,109.744722,
Gunung Silepah,-7.621111,109.841944,
Gunung Sili,-7.370000,112.039167,
Gunung Silih,-7.499722,112.035278,
Gunung Silo,1.947500,127.817500,
Gunung Silo,-8.231111,113.780000,
Gunung Silodong,-7.573889,109.688889,
Gunung Silongok,-7.450000,109.703611,
Gunung Siloreng,-7.508333,109.796111,
Gunung Siluman,-8.110200,112.875200,
Gunung Silumbung,-7.561944,109.849167,
Gunung Siluwu,-7.227500,109.549444,
Gunung Simabebe,-1.032778,98.809167,
Gunung Simacan,-7.677500,109.642222,
Gunung Simagiru,-2.672778,100.036667,
Gunung Simakoyo,-2.315000,99.796389,
Gunung Simalie,3.384900,97.099900,
Gunung Simaling,-7.579444,109.842500,
Gunung Simaling,-7.668889,109.441667,
Gunung Simalopu,-3.545000,128.256111,
Gunung Simalule,-3.296389,127.507778,
Gunung Simanaik,-0.800000,101.230100,
Gunung Simapitpit,-1.098333,98.780833,
Gunung Simasugrusugru,-2.758800,100.175400,
Gunung Simatombotombo,-1.159444,98.686111,
Gunung Simba,-8.826111,115.950833,
Gunung Simbalang,0.866111,124.573056,
Gunung Simbangpelem,-6.492222,106.624167,
Gunung Simbar,-8.025833,111.300833,
Gunung Simbol,-7.376111,107.398611,
Gunung Simembut,-7.266667,109.550000,
Gunung Simeut,-6.604722,106.995556,
Gunung Simonai,-3.175800,100.358900,
Gunung Simoturun,-6.869167,111.366111,
Gunung Simpadang,1.034200,109.132500,
Gunung Simpang,-7.254722,107.406111,
Gunung Simpang,3.200800,97.314000,
Gunung Simpang,-7.402778,107.833889,
Gunung Simpang Ampat,3.837600,96.847400,
Gunung Simpang Badak,3.869300,96.842500,
Gunung Simpang Dua,4.262600,96.961800,
Gunung Simpang Sapi,3.930200,97.039700,
Gunung Simpangampat,3.837500,96.847500,
Gunung Simpangbadak,3.869300,96.842500,
Gunung Simpangpete,4.865300,97.188600,
Gunung Simpangwoh,4.715600,96.247700,
Gunung Simpay,-7.471944,107.945556,
Gunung Simpay,-6.947500,107.970833,
Gunung Simpenan,-7.556111,107.898333,
Gunung Simugu,-7.511111,107.763889,
Gunung Simus,-7.209722,109.589722,
Gunung Simut,-6.870833,106.439167,
Gunung Sinabung,3.170000,98.391944,2460
Gunung Sinaka,-2.791300,100.215800,
Gunung Sinalanggeng,-6.508889,107.245833,
Gunung Sinambileu,-1.117600,98.646500,
Gunung Sinampik,-7.482222,110.051667,
Gunung Sinang,-7.846200,111.870800,
Gunung Sinapel,-7.090000,108.551389,
Gunung Sinapu,-7.380833,111.804444,
Gunung Sindang,-7.176111,108.555278,
Gunung Sindangan,-7.697778,109.930000,
Gunung Sindara,-7.301111,109.996667,3136
Gunung Sinday,-6.999444,107.512222,
Gunung Sinduk,-7.123056,109.780833,
Gunung Sindulang,-6.953056,107.943333,
Gunung Sinembul,-7.239167,109.476667,
Gunung Sinengoh Batee,4.656000,96.104400,
Gunung Sinengoh Buloh,4.615200,96.158700,
Gunung Sinengoh Ukhe Kayee,4.672500,96.113800,
Gunung Singa,-7.018611,107.498611,
Gunung Singa,-7.130278,109.420278,
Gunung Singa,-7.143056,108.840833,
Gunung Singah Mata,4.565000,96.140000,
Gunung Singalodang,0.578800,109.106300,
Gunung Singawi,-7.157222,109.288889,
Gunung Singgah Mata,4.830900,96.051800,
Gunung Singgah Mata,5.063200,96.391100,
Gunung Singgah Mata,5.090200,96.325700,
Gunung Singgah Mata,4.305500,96.919100,
Gunung Singgah Mata,4.831700,96.968400,
Gunung Singgahmata,5.063890,96.390830,
Gunung Singget,-8.102778,110.986944,
Gunung Singget,-6.943333,112.137222,
Gunung Singgirik,-1.884100,101.163900,
Gunung Singgit,-8.835833,116.176111,
Gunung Singkrieng,4.722300,95.606100,
Gunung Singkup,-7.261389,107.278611,
Gunung Singkup,-7.085556,108.028611,
Gunung Singsingan,-2.442500,115.793300,
Gunung Sinolop,-1.305000,98.709722,
Gunung Sinongan,1.014167,99.781389,
Gunung Sintok,-7.067500,108.412778,
Gunung Sipandu,-7.187500,109.896390,
Gunung Sipatok,-7.576667,109.941667,
Gunung Sipayung,-6.106111,106.043889,
Gunung Sipencil,-7.427500,109.671667,
Gunung Sipencrit,-7.067500,109.189722,
Gunung Sipendul,-7.660556,110.085000,
Gunung Sipikul,-7.790556,110.845556,
Gunung Sipil,-3.556944,128.257222,
Gunung Sipinggan,3.070833,98.565278,
Gunung Sipiso-piso,2.925833,98.534722,
Gunung Sipotuiateteset,-1.233889,98.719167,
Gunung Sipugur,-6.118056,106.044722,
Gunung Sipulung,-7.468056,109.668611,
Gunung Sirabungan,-0.098056,100.279167,
Gunung Sirahcikancung,-7.032778,107.838056,
Gunung Sirampog,-6.556944,107.218611,
Gunung Sirandu,-7.106944,109.716389,
Gunung Siranggem,-7.082500,109.152778,
Gunung Sirangkok,-7.611111,109.864722,
Gunung Sirangkok,-7.536944,109.733056,
Gunung Sirap,-6.370833,105.995833,
Gunung Sirbut,-6.994444,110.016389,
Gunung Sirebu,-7.196111,110.109444,
Gunung Sirebut,-7.668611,109.466389,
Gunung Sirembel,-7.093889,109.751389,
Gunung Sireum,-6.983333,108.257778,
Gunung Siriam Gadang,1.200000,98.983611,
Gunung Siriam Tonga,1.211111,98.998611,
Gunung Sirimau,-3.711389,128.220556,
Gunung Sirongling,-8.012222,111.726667,
Gunung Siroto,-7.657222,109.850833,
Gunung Sirung,-8.516667,124.133333,862
Gunung Sisigi,2.197500,128.359200,
Gunung Sisomeri,-1.419800,133.893400,
Gunung Sitapal,-7.147500,110.103056,
Gunung Sitatang,-7.720556,111.155833,
Gunung Sitayang,-7.630556,109.828889,
Gunung Sitengkek,-7.231944,109.303611,
Gunung Siti,-8.341667,112.745000,
Gunung Sitomo,-6.541389,106.521389,
Gunung Situgu,-7.366667,109.731389,
Gunung Situk,-7.328056,109.717500,
Gunung Situning,-7.224722,110.279722,
Gunung Siup,-8.516389,116.636111,
Gunung Siwagu,-7.200278,109.384722,
Gunung Siwakul,-7.265556,110.292778,
Gunung Siwakul,-7.073889,110.357778,
Gunung Siwalan,-7.418611,112.044722,
Gunung Siwang,-3.738611,128.175556,
Gunung Siwarak,-7.244167,109.309444,
Gunung Siwareng,-7.740556,110.277500,
Gunung Siwayut,-6.986944,110.028889,
Gunung Siwindu,-7.588611,109.810556,
Gunung Slamet,-7.239000,109.220000,3432
Gunung Slamet,-8.201667,112.541111,
Gunung Slawe,-8.166944,111.642778,
Gunung Sleret,-7.114444,112.943333,
Gunung Sliwing,-6.963333,110.950000,
Gunung Slurung,-8.177778,111.413056,
Gunung Slurup,-7.866667,111.810556,
Gunung Smofu,-0.719200,133.034200,
Gunung So,-7.738056,110.268889,
Gunung Soang,-8.845556,116.278333,
Gunung Soar,-5.306944,132.011667,
Gunung Sobgoar,-2.586667,139.682222,
Gunung Sobo,-7.741667,111.217222,
Gunung Sodong,-6.557500,106.623889,
Gunung Sodong,-7.652222,109.883056,
Gunung Sodong,-7.090556,108.480833,
Gunung Sofiau,-3.483000,130.287700,
Gunung Sokarini,-7.531111,109.488333,
Gunung Sokawiang,-7.349444,109.757778,
Gunung Sokawiyana,-7.322778,109.726111,
Gunung Soko,-7.936111,111.212778,
Gunung Sokokamang,-8.328333,111.745278,
Gunung Sokowero,-7.187500,109.296667,
Gunung Solang,-2.679000,101.485600,
Gunung Solokpandan,-6.984167,107.450278,
Gunung Solong,-8.843889,116.378056,
Gunung Sombang,3.037000,116.747700,
Gunung Sombong,0.028000,114.734900,
Gunung Song,-6.710000,111.534722,
Gunung Songbendo,-8.335833,112.400278,
Gunung Songkang,-8.816667,116.162222,
Gunung Songko,-7.806667,112.405278,
Gunung Sopal,-6.791389,106.315833,
Gunung Soput,1.120280,124.740560,
Gunung Soputan,1.112000,124.736000,1952
Gunung Sorai,-1.198600,98.888700,
Gunung Sorandil,-6.816389,106.460000,
Gunung Soren,-8.768333,116.174167,
Gunung Sorik Marapi,0.686000,99.539000,2145
Gunung Sorok,-7.376944,107.547778,
Gunung Sosondahan,-6.098333,106.086667,
Gunung Soteh,-6.958889,113.270556,
Gunung Sowewe,-0.451800,132.164200,
Gunung Sraba,-7.258889,110.364444,
Gunung Srandil,-7.924722,112.488611,
Gunung Srati,-7.252778,110.362222,
Gunung Srawadadi,-7.157500,109.854444,
Gunung Srawet,-8.479444,114.142778,
Gunung Sreweng,-7.944444,111.761667,
Gunung Sroyo,-7.340556,110.196389,
Gunung Srunggungmacan,-6.877222,111.340000,
Gunung Steren,-5.006111,140.823056,
Gunung Suaga,-1.538600,100.903900,
Gunung Suak,-5.770000,105.135500,
Gunung Suang,-8.355278,116.609722,
Gunung Suara,-8.851111,116.137778,
Gunung Suaren,2.877600,97.993500,
Gunung Suban Dua,-6.524167,106.525556,
Gunung Suban Satu,-6.517778,106.526389,
Gunung Subang,-7.155833,108.585833,
Gunung Suci,-8.281111,113.880278,
Gunung Sudamanik,-6.439444,106.565278,
Gunung Sudimoro,-7.920000,110.435000,
Gunung Sudo,-7.742778,110.815833,
Gunung Sugelap,-7.505833,109.680833,
Gunung Sugirik,-0.898700,100.566100,
Gunung Sugrik,-1.736000,100.917800,
Gunung Suhiru,-7.639722,107.856389,
Gunung Suka,-6.887778,111.529444,
Gunung Sukadana,-7.642500,109.764722,
Gunung Sukamade,-8.568600,113.908800,
Gunung Sukamana,-7.118889,108.693611,
Gunung Sukapacet,-7.237500,108.663611,
Gunung Sukarame,-6.865278,107.370278,
Gunung Sukaria,-8.792000,121.770000,1500
Gunung Sukaro,-6.798306,106.992167,
Gunung Suket,-8.084500,114.079600,
Gunung Suko,-8.226667,111.240000,
Gunung Suko,-8.177500,111.449167,
Gunung Sukobanteng,-8.094167,111.705000,
Gunung Sulanjana,-6.123889,106.051389,
Gunung Sulasih,-1.405600,100.976700,
Gunung Sulek,-7.976667,113.945833,
Gunung Suli,-1.892300,101.379600,
Gunung Suling,-6.480833,106.629722,
Gunung Suling,-6.502222,106.616667,
Gunung Sumantoro,-8.063056,111.523611,
Gunung Sumantri,-4.061944,137.185000,4870
Gunung Sumarto,-7.581667,111.226389,
Gunung Sumaua,-0.616667,120.000000,
Gunung Sumbawa,-3.666667,116.233333,
Gunung Sumber,-8.263056,111.905278,
Gunung Sumberbintang,-7.022500,113.536111,
Gunung Sumbergayam,-7.444444,111.752778,
Gunung Sumberpacet,-8.401389,113.947778,
Gunung Sumbertimo,-8.221111,112.406111,
Gunung Sumbing,-7.943056,112.302500,
Gunung Sumbing Aceh,4.322500,97.448800,
Gunung Sumbing Jambi,-2.414000,101.728000,3371
Gunung Sumbing Jambi,-2.409900,101.724700,3371
Gunung Sumbing Jawa Tengah,-7.385000,110.072500,3371
Gunung Sumbu,-7.190000,106.944167,
Gunung Sumbudadung,-8.540500,113.860600,
Gunung Sumbul,-6.983333,107.150000,
Gunung Sumbul,-6.873611,108.318611,
Gunung Sumbul,-7.505278,109.899444,
Gunung Sumbul,-6.709167,106.721944,
Gunung Sumbul,-7.401111,107.240833,
Gunung Sumbul,-7.478889,108.417778,
Gunung Sumbul,-7.200556,108.763333,
Gunung Sumbul,-7.240278,108.708889,
Gunung Sumbung,-7.258889,109.520833,
Gunung Sumedang,-8.190833,112.131667,
Gunung Sumili,-7.205556,110.073889,
Gunung Sumping,-7.232500,109.075000,
Gunung Sumpung,-6.516944,106.623611,
Gunung Sumuk,-8.213333,112.732222,
Gunung Sumur,-6.968611,106.990833,
Gunung Sumur,-6.990000,108.774167,
Gunung Sumurgemuling,-7.870278,111.296667,
Gunung Sunda,-6.430000,107.320000,
Gunung Sunean,-6.963056,110.839722,
Gunung Sungaitalang,-1.516000,100.915300,
Gunung Sungging,-6.616944,107.094722,
Gunung Sungging,-7.236667,107.105000,
Gunung Sunggirik,-1.136111,101.235278,
Gunung Sunggirik,-0.987700,101.083600,
Gunung Sunggirik,-0.626700,100.982800,
Gunung Sunggirik,-0.953500,101.182700,
Gunung Sungkut,-7.817500,111.327222,
Gunung Sunia,-7.135833,108.901667,
Gunung Suoh,-5.250000,104.270000,1000
Gunung Supang,-3.740556,128.140278,
Gunung Supi,0.928611,124.733611,
Gunung Sura,-6.935000,106.571111,
Gunung Surak,-6.900000,111.538611,
Gunung Surakong,-8.238611,111.653056,
Gunung Surangga,-7.120833,106.596667,
Gunung Surat,-7.176111,109.636944,
Gunung Suren,-6.490278,106.410556,
Gunung Suren,-7.703056,110.045833,
Gunung Suren,-7.933889,111.686667,
Gunung Suren,-6.843889,106.477778,
Gunung Sureng,-7.022778,110.433611,
Gunung Surian,-6.871389,108.089167,
Gunung Surian,-5.718056,105.170556,
Gunung Suringgono,-7.116389,110.346667,
Gunung Surobongko,-7.032222,111.890000,
Gunung Surojoyo,-6.872222,111.296389,
Gunung Surokauhuhu,-3.416667,128.478889,
Gunung Suroloyo,-8.133333,111.283333,
Gunung Suropati,-6.908611,111.174444,
Gunung Surowiti,-6.932500,112.451944,
Gunung Suru,-3.766667,130.783333,
Gunung Suru,-7.768611,110.166944,
Gunung Suru,-7.860556,110.089444,
Gunung Suru,-8.214444,111.528889,
Gunung Suruh,-7.973056,112.838333,
Gunung Suruhan,-7.196667,110.118056,
Gunung Surunat,-0.095000,119.741111,
Gunung Suruwan,-7.439700,111.847300,
Gunung Susa,-0.855100,102.012000,
Gunung Susang,-7.778611,110.837778,
Gunung Susuk,-7.530000,108.935556,
Gunung Susuru,-7.485833,107.577778,
Gunung Susuruh,-6.894167,107.985000,
Gunung Sutaraga,-7.572222,108.948333,
Gunung Suwal,-3.759722,128.145000,
Gunung Suwangi,-8.692500,116.435833,
Gunung Suwaran,1.744200,117.598300,
Gunung Suwari,-8.305278,111.465278,
Gunung Suwur,-8.193889,111.704167,
Gunung Syawal,-7.197778,108.249722,
Gunung Tabat,0.212500,99.977900,
Gunung Tabau,-1.788200,99.111300,
Gunung Tabobo,1.180800,127.638300,
Gunung Tabuan,-7.131389,112.981111,
Gunung Tabuan,-8.402778,115.666944,
Gunung Tadar,-7.225833,108.059444,
Gunung Tagalaya,1.116667,127.650000,
Gunung Tahola,-3.594444,128.250278,
Gunung Tailutu,-8.044200,127.173300,
Gunung Taina,-2.945833,127.936944,
Gunung Taipa,-0.216667,119.900000,
Gunung Tairete,-1.156667,98.623889,
Gunung Taitaibagujet,-1.524000,99.071600,
Gunung Taitaibeuleleu,-1.609100,99.075700,
Gunung Taitaideraiket,-1.484000,98.955900,
Gunung Taitaigirisit,-1.444444,98.981667,
Gunung Taitaikole,-1.479400,98.778300,
Gunung Taitaimananitu,-1.635700,98.903700,
Gunung Taitaimapelekak,-1.508000,99.149900,
Gunung Taitaimaugalapaigu,-1.448889,98.908889,
Gunung Taitaiokbuk,-1.723611,98.973333,
Gunung Taitaisimabailakki,-1.424300,98.851400,
Gunung Taitaisimangea,-1.666389,99.026667,
Gunung Taitaisimapelege,-1.418611,99.053611,
Gunung Taitaitararat,-1.485300,98.863600,
Gunung Taitaitoitet,-1.700400,98.939400,
Gunung Tajahiang,-7.163889,108.872500,
Gunung Tajem,-2.785833,107.873333,
Gunung Tajem,-7.367222,107.344444,
Gunung Taji,-7.479722,112.071389,
Gunung Tajur,-7.301389,107.653056,
Gunung Tajurjaning,1.726700,109.667500,
Gunung Takenoea,-5.154167,121.909444,
Gunung Takiran,-7.461111,111.800000,
Gunung Takriak,-8.275278,111.930556,
Gunung Talabogo,-7.365278,108.949444,
Gunung Talaga,-6.867778,106.502222,
Gunung Talaga,-3.104722,128.092778,
Gunung Talaga,-6.553333,106.445000,
Gunung Talagawangsa,-7.202700,106.791500,
Gunung Talamau,0.079167,99.983333,2919
Gunung Talana,-3.006111,128.268889,
Gunung Talang,-0.986000,100.692500,2597
Gunung Talang,-2.631500,101.512100,
Gunung Talangkobeto,-6.918056,115.539167,
Gunung Talao,0.107500,100.653611,
Gunung Talau,-1.587778,100.751389,
Gunung Talisei,1.829167,125.062500,
Gunung Taliut,-3.403490,115.643384,
Gunung Tallabassi,-5.203333,122.036111,
Gunung Talok,-7.591389,110.008611,
Gunung Talolaggo,-1.700000,99.210000,
Gunung Taloloyo,-3.050000,121.783333,
Gunung Talun,-6.578056,107.378333,
Gunung Talun,-7.986389,111.723889,
Gunung Talunpanjang,-7.200000,109.358333,
Gunung Tamampi,-1.773500,136.241800,
Gunung Taman,-7.300278,109.741389,
Gunung Taman,-6.503611,106.606389,
Gunung Taman,-5.786500,105.759900,
Gunung Taman,-7.523333,108.384167,
Gunung Tamba,1.658300,125.131400,
Gunung Tambaiagung,0.650800,110.701700,
Gunung Tambak,-7.790000,111.627778,
Gunung Tambak,-8.378611,112.761667,
Gunung Tambakmerang,-7.705278,112.423889,
Gunung Tambakruyung,-7.101389,107.408611,
Gunung Tambaktulang,-1.522500,115.943800,
Gunung Tambakukir,-7.763611,113.879444,
Gunung Tambal,-7.710278,111.273333,
Gunung Tamban,-3.135800,115.235800,
Gunung Tamban,-8.379167,112.712778,
Gunung Tambang,-7.270000,109.560278,
Gunung Tambangkedukun,-0.388611,110.306389,
Gunung Tambin,0.053000,99.953750,
Gunung Tambinglantan,-8.855833,116.183611,
Gunung Tambora,-8.245278,117.992778,2850
Gunung Tambuko,-7.020000,113.635278,
Gunung Tambuku,-7.016667,113.600000,
Gunung Tambulusu,-1.566389,115.983333,
Gunung Tambur,-7.135833,108.672778,
Gunung Tambusisi,-1.635800,121.390800,
Gunung Tamiang,-7.331111,107.647500,
Gunung Tamiang,-5.099167,105.570000,
Gunung Tamiang,-7.563333,108.595278,
Gunung Tamiang,-7.116944,108.793611,
Gunung Tamiang,0.600900,117.531300,
Gunung Tampa,-6.261944,105.860278,
Gunung Tampakbulupayung,-8.272778,111.192222,
Gunung Tampalaya,-7.435556,108.189167,
Gunung Tampangmindi,-8.257500,111.463611,
Gunung Tampeue,4.594400,96.320000,
Gunung Tamping,-8.261111,111.454167,
Gunung Tampomas,-6.770000,107.950000,1684
Gunung Tamruk Pinang,4.716200,96.540500,
Gunung Tanah Hitam,3.342700,97.268300,
Gunung Tanahbeambin,-3.004000,115.555900,
Gunung Tanahkaken,-8.710278,116.118889,
Gunung Tanahmerah,-0.083500,117.328500,
Gunung Tanakbeak,-8.850556,116.321111,
Gunung Tanakbeak,-8.865833,116.200278,
Gunung Tanakiabang,-8.427222,116.555278,
Gunung Tandihat,1.161111,98.954444,
Gunung Tandikat,-0.432583,100.317136,2438
Gunung Tanepe,-4.668889,123.153611,
Gunung Tangan,-1.731600,100.987500,
Gunung Tangas,-6.304722,105.983056,
Gunung Tanggak,4.362300,96.590700,
Gunung Tanggang,-5.711667,105.106389,
Gunung Tanggatbatu,-1.546944,98.831389,
Gunung Tangger,2.631200,97.969000,
Gunung Tanggik,-8.854722,116.321944,
Gunung Tanggis,-8.420000,112.755000,
Gunung Tanggul,-8.223333,111.770556,
Gunung Tanggulangin,-7.591111,109.956944,
Gunung Tanggulangin,-7.062222,113.606944,
Gunung Tanggulangsi,-7.753056,109.402500,
Gunung Tanggulasih,-7.579167,109.955833,
Gunung Tanggulasih,-8.053889,111.815833,
Gunung Tanggullangsi,-7.578611,109.863611,
Gunung Tanggullangsi,-7.529167,109.870278,
Gunung Tanggur,-1.410000,115.549000,
Gunung Tangkeban,-7.142778,109.524722,
Gunung Tangkeleboke,-3.083333,121.366667,
Gunung Tangkenoea,-5.334444,121.907222,
Gunung Tangkepan,-8.056944,110.953889,
Gunung Tangkepan,-8.153611,111.616111,
Gunung Tangkil,-6.782500,107.466944,
Gunung Tangkil,-8.221111,111.185000,
Gunung Tangkil,-6.597778,107.186944,
Gunung Tangkil,-6.685833,106.600556,
Gunung Tangkil,-7.638611,109.693333,
Gunung Tangkil,-7.951389,112.805000,
Gunung Tangkil,-6.579167,106.495833,
Gunung Tangkit Cumbi,-5.127338,104.749276,
Gunung Tangkit Ulu Padangratu,-5.440556,105.149722,
Gunung Tangkitbatu,-5.305278,104.785278,
Gunung Tangkok,-8.905278,116.321667,
Gunung Tangkoko,1.520000,125.200000,1149
Gunung Tangkol,3.399444,117.566944,
Gunung Tangkolo,-6.869167,107.298611,
Gunung Tangkuang,-6.231944,105.972222,
Gunung Tangkuban Perahu,-6.770000,107.600000,2084
Gunung Tangkubanperahu,-6.988056,106.578056,
Gunung Tangkubanperahu,-7.013333,108.722222,
Gunung Tangkubanprahu,-7.174444,107.735833,
Gunung Tanjaknangsi,-7.103056,107.521111,
Gunung Tanjung,-6.885278,108.040556,
Gunung Tanjung,-5.930556,106.052222,
Gunung Tanjung,-6.965833,110.978611,
Gunung Tanjung,-7.056389,109.154444,
Gunung Tanjung,-8.751667,115.950556,
Gunung Tanjung,-7.421667,107.391111,
Gunung Tanjung,-7.407222,107.849722,
Gunung Tanjung,-7.430000,108.323333,
Gunung Tanjung,-6.939722,113.718611,
Gunung Tanjungapi,-0.825000,121.627500,
Gunung Tanjungbagek,-8.774722,115.922778,
Gunung Tanjunggunung,-6.903611,112.921389,
Gunung Tanjungkalak,-7.877222,111.847222,
Gunung Tanjungmas,-5.384722,104.947500,
Gunung Tanyas,-2.215833,106.094167,
Gunung Tapaan,-7.061389,111.428333,
Gunung Tapak,-8.270278,115.138611,
Gunung Tapakan,-7.014722,112.012222,
Gunung Tapan,-7.582222,111.096389,
Gunung Tapan,-7.993611,111.675833,
Gunung Tapansewelas,-7.775000,111.783611,
Gunung Tapengsayong,-7.542222,109.032222,
Gunung Taperi,0.300000,127.383330,
Gunung Tapi,-3.083611,127.998611,
Gunung Tapiro,-4.017800,136.655900,
Gunung Tapong,-8.747500,116.026944,
Gunung Tapos,-6.401111,106.696389,
Gunung Tapos,-6.786667,106.453611,
Gunung Tarakan,1.830000,127.830000,318
Gunung Tarakani-ici,1.833330,127.816670,
Gunung Tarang,-7.265556,110.118333,
Gunung Tarapungketek,1.140000,98.928889,
Gunung Tarasih,-2.013800,101.284500,
Gunung Tarasih,-2.152600,101.294800,
Gunung Tareran,1.257222,124.712778,
Gunung Targampo,0.015556,100.586667,
Gunung Taringtanam,0.315800,109.283600,
Gunung Tarjut,-8.794444,116.193889,
Gunung Tarpahuan Sambilan,1.165000,98.975556,
Gunung Tarub,-7.975556,113.346667,
Gunung Tarublamongan,-7.980833,113.341111,
Gunung Tasabua,-2.296200,134.111100,
Gunung Tasen,-8.065000,111.805278,
Gunung Tasik,-7.545278,108.327500,
Gunung Tasonga,1.397500,127.693300,
Gunung Tatam,1.440000,128.475000,
Gunung Tatar,-6.666389,111.523889,
Gunung Tatinang,-3.096944,127.988333,
Gunung Tato,-7.348056,107.552500,
Gunung Tatuta,-2.638889,133.957222,
Gunung Tau,1.266667,127.683333,
Gunung Taumadota,2.171700,128.403300,
Gunung Tauro,1.010800,127.560800,
Gunung Tawaigili,-0.865000,128.285800,
Gunung Tawangwalan,-3.301111,102.187778,
Gunung Tawon,-7.110000,109.641389,
Gunung Tebakar Pungut,-1.991300,101.480100,
Gunung Tebingsolo,-5.238333,104.882778,
Gunung Tebor,-8.772500,116.167778,
Gunung Tebuik,-8.825833,116.195556,
Gunung Tedeng,-7.480556,110.076111,
Gunung Tegal,-7.617778,110.300833,
Gunung Tegaleang,-7.951667,113.228333,
Gunung Tegalgunung,-7.471389,111.992500,
Gunung Tegalombo,-8.220278,111.739167,
Gunung Tegalong,0.148300,109.619200,
Gunung Tegalsaat,-7.196389,108.062222,
Gunung Tejo,-7.056389,111.661667,
Gunung Tekes,-7.422222,111.788889,
Gunung Tekesei,-2.940278,127.944444,
Gunung Tela,-6.527222,106.546389,
Gunung Teladan,4.293611,115.875278,
Gunung Telaga,-7.050278,106.940556,
Gunung Telaga,-8.888056,116.290833,
Gunung Telaga,-8.379722,116.526667,
Gunung Telaga,-6.601111,106.209167,
Gunung Telaga Bodas,-7.208000,108.070000,2201
Gunung Telagalele,-7.287778,109.727778,
Gunung Telangi,-6.950278,113.541389,
Gunung Telawe,-8.851667,116.378889,
Gunung Telawi,-1.885000,111.762500,
Gunung Tele,-8.823889,116.266111,
Gunung Telege Dua,4.468900,96.728800,
Gunung Telege Satu,4.487600,96.711100,
Gunung Telegejek,-8.827222,116.270556,
Gunung Teleng,-8.061111,110.911111,
Gunung Telerejo,-7.245000,109.975000,
Gunung Telimo,-7.402800,112.168200,
Gunung Telogo,-7.422222,110.426111,
Gunung Telogo,-8.161944,111.331667,
Gunung Telombo,-5.971111,105.851667,
Gunung Telomoyo,-7.370000,110.400000,1894
Gunung Telon,-8.204167,111.593889,
Gunung Teluh,-8.358056,111.694722,
Gunung Telukmanuk,-8.775000,116.102500,
Gunung Temaung,-8.832222,116.177500,
Gunung Tembakur,-8.521111,114.055556,
Gunung Tembalau,-2.633333,107.616667,
Gunung Tembelang,-7.240000,109.386667,
Gunung Tembesi,-8.700000,116.121111,
Gunung Tembesi,-8.435000,116.416111,
