nama,lat,lon,elevasi_m
Deleng Persibalen,2.806667,98.284722,
Deleng Petunggur,3.063333,98.057500,
Deleng Pintau,3.243056,98.493611,
Deleng Pintu Kerabangen,3.211111,98.067778,
Deleng Pintudayang,3.090000,98.037500,
Deleng Puntung,3.465500,97.895000,
Deleng Ranggigit,2.192700,98.836500,
Deleng Rutungtajal,3.415400,97.792500,
Deleng Sampuran,3.372700,98.167100,
Deleng Sekoningen,2.288611,98.150000,
Deleng Selpa,2.382778,98.162778,
Deleng Sembabala Barat,3.254900,97.939800,
Deleng Sembelin,2.966700,98.035000,
Deleng Semilir,3.288500,98.351000,
Deleng Sempulenangin,3.239167,98.539444,
Deleng Serdang,3.111389,98.610000,
Deleng Si Borboran,2.005000,98.937222,
Deleng Sibongkaras,2.785556,98.114722,
Deleng Sibualabi,2.182500,98.311389,
Deleng Sigoti-goti,2.136667,98.882500,
Deleng Sijagar,2.147600,98.329800,
Deleng Sikuda,2.967500,98.336389,
Deleng Silangkitang,2.085556,98.959167,
Deleng Simacik,3.071100,98.665600,
Deleng Simanampalu,2.036900,98.463500,
Deleng Simatamata,3.260278,98.456667,
Deleng Simole,3.246389,98.253611,
Deleng Singkui,3.214167,98.517500,
Deleng Sinnarang,2.204167,98.283889,
Deleng Siosar,2.930000,98.435000,
Deleng Siraut,2.802500,98.241389,
Deleng Sitare-tare,2.019444,98.955833,
Deleng Sitinjak,2.058333,98.412500,
Deleng Songsong,3.096389,98.648889,
Deleng Sopolaklak,2.749800,98.189500,
Deleng Takur-takur,3.223056,98.627500,
Deleng Temanggu,3.266944,98.123333,
Deleng Tencok,3.359167,98.109722,
Deleng Tinaruh,3.020278,98.086111,
Deleng Toran,2.958056,98.261944,
Deleng Tumba,2.181800,98.331400,
Deleng Tumba,2.161400,98.292500,
Deleng Tungkis,3.336389,98.190833,
Deleng Tungkis,3.221667,98.100000,
Deleng Tuntong,2.874722,98.472778,
Deleng Tusam,3.318700,98.056100,
Deleng Umang,3.054444,98.044444,
Deleng Uncim,3.224444,98.486944,
Deleng Uratubat,3.253056,98.280278,
Deli,4.114800,117.750300,
Deptford Rock,-8.200000,114.383333,
Deretan Pegunungan A,-2.450000,140.200000,
Dingki,0.529722,121.450833,
Dipahe,3.705556,125.403611,
Dogong,-8.633333,114.233333,
Dol Bubung,-8.302778,124.336389,
Dol Bulang,-8.294167,124.343611,
Dol Huling,-8.308611,124.340833,
Dol Karambahi,-8.300278,124.350278,
Dol Maru,-8.303611,124.339167,
Dola Afanibo,-8.169444,124.709722,
Dola Afata,-8.165556,124.677500,
Dola Afengmale,-8.212800,124.463900,
Dola Ai'olbang,-8.285556,124.444444,
Dola Akangmai,-8.199167,124.727778,
Dola Akayabu,-8.161667,124.741667,
Dola Alomana,-8.336700,124.926900,
Dola Altingmang,-8.247222,124.784167,
Dola Apalapong,-8.275278,124.672500,
Dola Apengmang,-8.309444,124.950278,
Dola Arapalaka,-8.324722,124.456111,
Dola Ardon,-8.150278,124.515278,
Dola Awataha,-8.282222,124.647500,
Dola Babi,-8.152222,124.954167,
Dola Baupang,-8.209167,124.684167,
Dola Blikmana,-8.294167,124.896944,
Dola Blogur,-8.406111,124.359167,
Dola Bola,-8.184167,124.560556,
Dola Doraniki,-8.222500,125.023889,
Dola Herbur,-8.410556,124.380000,
Dola Hila,-8.409167,124.461944,
Dola Inta,-8.318333,124.450000,
Dola Kaipoli,-8.333889,124.468333,
Dola Kamalemang,-8.180000,124.865000,
Dola Karafuting,-8.305500,124.690300,
Dola Kolekei,-8.169722,124.681667,
Dola Koyakoya,-8.220400,125.020500,
Dola Kuangka,-8.192778,124.731111,
Dola Laling,-8.230278,124.643333,
Dola Lamfita,-8.168889,124.739167,
Dola Leimang,-8.265833,124.630000,
Dola Magerbuk,-8.427778,124.398611,
Dola Maipakitau,-8.314167,124.468889,
Dola Manao,-8.180833,124.704722,
Dola Manilepang,-8.306944,124.897500,
Dola Menggali,-8.236944,124.420556,
Dola Moimang,-8.223056,124.727500,
Dola Murminako,-8.312222,124.446389,
Dola Nabakika,-8.344167,124.467500,
Dola Nahabak,-8.275556,124.407778,
Dola Naileki,-8.282222,124.639722,
Dola Peigayamang,-8.322222,125.048333,
Dola Peimambakal,-8.225833,125.030278,
Dola Pinang,-8.178056,124.858889,
Dola Pondobira,-8.476944,124.280556,
Dola Potomana,-8.225000,125.006111,
Dola Pumaputing,-8.205000,124.716667,
Dola Raja,-8.238889,124.433056,
Dola Salimana,-8.254000,125.087600,
Dola Siamang,-8.292500,124.927500,
Dola Sineba,-8.188611,124.732500,
Dola Suariki,-8.235556,125.060278,
Dola Taaka,-8.181389,124.740278,
Dola Tahuisaha,-8.277500,124.677222,
Dola Tamasa,-8.235278,125.086389,
Dola Tinggeng,-8.155600,124.769000,
Dola Umang,-8.233333,124.759722,
Dola Wikadeli,-8.314167,124.665278,
Dola Wili,-8.434200,123.940500,
Dolok Adian Hararengga,1.780278,99.480556,
Dolok Adian Hompa,1.543889,99.167500,
Dolok Adian Koteng,1.354700,99.236900,
Dolok Adian Limut,2.896944,98.360833,
Dolok Adian Lumut,1.626389,99.509722,
Dolok Adian Lumut,1.153889,99.266111,
Dolok Adian Papan,1.180833,99.450556,
Dolok Adian Sipalis,1.163889,99.330556,
Dolok Adian Urat,1.160000,99.465278,
Dolok Adianalim,1.345556,99.215556,
Dolok Adianguam,1.230000,99.644722,
Dolok Adiankotang,1.237222,99.453889,
Dolok Adiannatolbak,1.863611,99.203611,
Dolok Adiannatutung,1.955200,99.576400,
Dolok Adianrihit,2.031111,98.868056,
Dolok Aek Nabara,1.706111,99.408056,
Dolok Aek Nisoramaila,1.935833,99.425000,
Dolok Aek Pawan,1.042500,99.346900,
Dolok Aekholang,1.866389,99.121667,
Dolok Aekkiding,1.675278,99.759167,
Dolok Aeklanduk,1.104300,99.063600,
Dolok Aeknalotok,1.077778,99.346389,
Dolok Aeknibaru,2.659600,99.114900,
Dolok Aeknisoramaila,1.925556,99.456667,
Dolok Aekpandan,1.533611,98.855000,
Dolok Aekpohon,1.287500,99.656667,
Dolok Aekra,1.473333,98.975556,
Dolok Aeksuhat,1.442300,99.617400,
Dolok Ai Pinang,2.567900,96.244400,
Dolok Ambar,1.896000,99.721600,
Dolok Amuren,2.599100,96.042800,
Dolok Andiangbatang,2.860000,98.161389,
Dolok Anggunan,1.391944,99.602778,
Dolok Antar Bunga,2.028611,98.572222,
Dolok Badak,3.424167,98.116111,
Dolok Bagaslimbong,2.605278,98.590833,
Dolok Bagotnapitu,2.566400,99.223500,
Dolok Bahtopu,3.132222,98.755278,
Dolok Bahung,1.365000,99.020833,
Dolok Balikhumbu,1.689167,99.209722,
Dolok Banda Serimbu,2.875800,98.663700,
Dolok Banuarea,1.853611,98.656667,
Dolok Bappu,3.098333,98.880278,
Dolok Baringin,1.597222,99.525278,
Dolok Baringin,1.971111,99.073333,
Dolok Bartong,2.508333,99.553333,
Dolok Bartong,1.855278,99.626389,
Dolok Barubai,3.073889,98.714722,
Dolok Batara Wisnu,1.838056,99.380278,
Dolok Batu Godang,1.419167,99.093056,
Dolok Batu Mardinding,1.690833,99.601389,
Dolok Batu Marlela,1.670833,99.573889,
Dolok Batu Miting,1.554167,98.726389,
Dolok Batubulan,2.507222,98.294722,
Dolok Batugaroga,2.093611,99.146389,
Dolok Batuginjang,2.366667,98.822778,
Dolok Batuharang,2.223333,98.895556,
Dolok Batuhoda,2.350556,99.236111,
Dolok Batujomba,1.702222,99.245000,
Dolok Batuloting,2.110278,99.197778,
Dolok Batuloting,2.662222,99.021111,
Dolok Batulubang,1.646111,98.852500,
Dolok Batumarbolang,1.044444,99.342500,
Dolok Batumardinding,2.589300,99.012800,
Dolok Batumardinding,2.716944,98.902222,
Dolok Batunabontar,1.666667,99.490278,
Dolok Batunanggar,1.349300,99.585400,
Dolok Batuparisi,1.186300,99.160600,
Dolok Batupulut,1.384722,98.885000,
Dolok Baturosak,2.574722,99.304722,
Dolok Batutinakka,2.544200,98.826200,
Dolok Biahat,2.933889,98.268889,
Dolok Bonca,1.302778,99.261667,
Dolok Bonca,1.243200,99.295800,
Dolok Bongbongan,1.656800,99.126400,
Dolok Bonggal,1.576000,98.828400,
Dolok Buar,0.923611,99.890556,
Dolok Bulu,1.531667,98.737500,
Dolok Bulunipis,2.342222,98.201667,
Dolok Buluparapat,1.324100,99.705400,
Dolok Bumit,2.314722,98.435833,
Dolok Bunga-bunga Priama,2.740278,98.879167,
Dolok Cengkeh,3.137778,98.126667,
Dolok Cengkeh-barat,3.140278,98.123333,
Dolok Cipako,2.627500,98.353889,
Dolok Damarsibungkuk,1.261944,99.401667,
Dolok Damparan,1.820100,99.301300,
Dolok Danggurdalit,1.165000,99.630556,
Dolok Datupaksa,1.669167,98.904444,
Dolok Devajan,2.392500,96.399300,
Dolok Donotasik,1.746111,99.148333,
Dolok Galanggang,1.798333,99.312778,
Dolok Gambir,3.025833,98.860278,
Dolok Gambir,1.538611,99.103333,
Dolok Ganjang,1.976900,99.052900,
Dolok Ganjang,1.915000,99.094444,
Dolok Gariang,1.631667,99.696667,
Dolok Gariangbale,1.354500,99.644200,
Dolok Ginduan,1.507500,98.763333,
Dolok Ginduang,1.514000,98.748800,
Dolok Ginduang,1.195556,99.485000,
Dolok Ginjang,1.901667,98.891944,
Dolok Giring,3.190000,98.177778,
Dolok Gondanglumayang,1.727222,98.956667,
Dolok Gongonan,1.197500,99.324300,
Dolok Gontingbabiat,1.907778,99.257500,
Dolok Gontingbatu,1.123333,99.472778,
Dolok Gorat,2.082778,99.156667,
Dolok Gukbuk,2.106944,99.065278,
Dolok Gulangon,2.362222,98.833056,
Dolok Gunung,2.299167,98.493333,
Dolok Gunungtua,1.657778,98.876389,
Dolok Gurumariak,1.693600,99.688000,
Dolok Haboko,2.641800,99.203500,
Dolok Hajoran,1.903889,99.340278,
Dolok Hanombu,1.818889,99.510000,
Dolok Haramonting,1.797500,99.463333,
Dolok Harangan Dua,2.585833,98.937778,
Dolok Hatim Bulan,1.693333,99.400556,
Dolok Hauapan,1.797500,99.402222,
Dolok Hayu Payung,1.665800,99.404700,
Dolok Hole,1.762250,99.324690,
Dolok Holotan,1.149167,99.610556,
Dolok Honas,1.721111,99.600833,
Dolok Hopong,1.738600,99.239000,
Dolok Hororuan,1.154900,99.561500,
Dolok Huluaekbagas,1.177778,99.015556,
Dolok Huluaekgarut,1.230833,99.209167,
Dolok Huraba,1.592700,99.238000,
Dolok Hutatinggi,1.875833,98.915833,
Dolok Idir,2.430556,98.365833,
Dolok Ingo,2.031944,98.723611,
Dolok Jambak Toba,1.553333,98.786111,
Dolok Jorbing,2.001389,99.018333,
Dolok Jumbalang,1.691389,99.181111,
Dolok Junggo,2.492500,98.346111,
Dolok Kalinjohang,3.180833,98.613333,
Dolok Kandang,1.658500,98.553300,
Dolok Kariahan,3.059167,98.840000,
Dolok Karombatang,2.550278,98.196667,
Dolok Kayu Hapur,1.356111,99.025833,
Dolok Kayuara Pintu,1.390000,99.170000,
Dolok Kela,1.872222,99.587778,
Dolok Keparasan,2.250833,98.301944,
Dolok Kolai,3.058056,98.821667,
Dolok Kombi,2.478611,98.325000,
Dolok Koting,2.511389,98.586389,
Dolok Kudokudosibadego,1.126944,98.982500,
Dolok Kutababo,2.631944,98.338889,
Dolok Lababatu,1.232222,98.977778,
Dolok Lababatu,1.319167,98.988889,
Dolok Labagodang,1.351944,98.911667,
Dolok Lagundi,2.507200,98.957200,
Dolok Layanglayang,1.536944,99.013889,
Dolok Liangloba,1.706389,99.717778,
Dolok Liangrambe,1.888800,99.504400,
Dolok Limbong,1.109600,99.655300,
Dolok Lobu Batu Gondit,1.660278,99.648056,
Dolok Lobu Unte Rudang,1.538333,99.563333,
Dolok Lobulancat,1.284700,99.823500,
Dolok Lobuna Ginjang,1.649722,99.659167,
Dolok Lobupantaranyaut,1.892778,99.665833,
Dolok Lumban,2.622222,99.254444,
Dolok Lumud,2.268333,98.357500,
Dolok Lumut,2.161389,98.369167,
Dolok Malea,0.943200,99.626200,
Dolok Malenggang,1.308056,99.124167,
Dolok Malige,1.630000,98.593600,
Dolok Manait Ait,0.547600,99.826700,
Dolok Manggipul,2.152500,99.147500,
Dolok Mangonjati,1.364800,99.689600,
Dolok Maninggir,1.100556,99.449722,
Dolok Manjuang Raja,1.038056,99.259722,
Dolok Manubung,1.546667,98.954167,
Dolok Manunggal,1.005700,99.029600,
Dolok Manunggal,1.212800,99.083500,
Dolok Manunggal,0.747800,99.357600,
Dolok Marantinagodang,1.368200,99.490100,
Dolok Marbolang,1.016600,99.376700,
Dolok Margu,2.258400,98.797900,
Dolok Marjarijari,1.070900,99.286700,
Dolok Marlehuan,1.783056,99.430556,
Dolok Marpinggan,1.759444,99.071389,
Dolok Marsanggul,1.776600,98.691600,
Dolok Marsanggul,1.787500,98.722222,
Dolok Martimbang,1.960556,98.968333,
Dolok Marumpak,1.773500,99.586200,
Dolok Matanggor,1.289810,99.450230,
Dolok Matutung,2.034500,99.175000,
Dolok Mayang,1.685556,99.059722,
Dolok Mayang,1.724167,99.391389,
Dolok Mbellen,2.257778,98.377778,
Dolok Modang,2.431111,99.186667,
Dolok Monangmarjuji,2.096944,99.222222,
Dolok Motung,2.608611,98.923333,
Dolok Muaratolang,1.872500,99.204167,
Dolok Na Jajar,2.598611,98.493889,
Dolok Na Pancur,1.313333,99.257500,
Dolok Na Ponggol,0.876700,100.092900,
Dolok Nabara,1.608056,99.359167,
Dolok Nabirong,1.708611,99.375278,
Dolok Nabonggal,1.219722,98.876111,
Dolok Nabonggal,1.376667,99.358333,
Dolok Nabota,2.177778,99.159722,
Dolok Nagarilangit,2.132778,99.155833,
Dolok Nagasaribu,1.385833,99.596944,
Dolok Nageduk,1.808611,98.993611,
Dolok Nagodang,1.827778,99.970278,
Dolok Nagodang,1.073100,99.510900,
Dolok Nagor,1.260833,98.904167,
Dolok Nagor,1.699040,99.230040,
Dolok Najumbe,2.782778,98.825833,
Dolok Nampoltak,2.525833,98.261111,
Dolok Napanabolak,1.125833,99.600278,
Dolok Napultak,2.510278,98.243056,
Dolok Natambang,1.643333,99.218333,
Dolok Natincur,1.455000,99.101500,
Dolok Nauagan,1.978700,98.619000,
Dolok Naulinamenek,1.840278,99.481389,
Dolok Ngalingali,2.507500,98.914167,
Dolok Ngarabuan,1.908889,98.753333,
Dolok Nigoh,3.092200,98.236600,
Dolok Noncitan,1.703611,99.356944,
Dolok Padang Maranggun,1.628333,99.535000,
Dolok Padang Simartolu,1.259722,99.457778,
Dolok Padangbolak,0.805833,99.624722,
Dolok Pagaja,2.674000,96.055700,
Dolok Pagaran,1.667500,98.893333,
Dolok Pagordang,2.412222,99.053056,
Dolok Pahat HP,2.367500,98.256111,
Dolok Pakdamauk,2.322778,98.433611,
Dolok Palaliman,1.504167,98.977222,
Dolok Palangas,1.095833,99.742222,
Dolok Palangka Gading,2.074200,98.898200,
Dolok Pamodilan,1.670556,99.087222,
Dolok Pamonaran,1.859900,98.995400,
Dolok Pamujan,3.022222,98.627778,
Dolok Pamutaran,1.843889,98.920833,
Dolok Panangkalan,1.778200,98.768200,
Dolok Panangkalan,1.754600,98.712800,
Dolok Pananteran,2.923056,98.337222,
Dolok Pancang Sitardas,1.494167,98.775833,
Dolok Pancurnatolu,1.912500,99.244400,
Dolok Pandayangan,1.726111,99.733056,
Dolok Pandolan,2.683056,98.075278,
Dolok Pandumahan,1.978600,99.223900,
Dolok Pangaca'an,2.475700,98.256000,
Dolok Pangarimbasan,1.492500,99.125556,
Dolok Panggeduhan,1.256944,99.622222,
Dolok Pangkal,1.261944,99.486944,
Dolok Pangkuruhan,2.870556,98.404722,
Dolok Pangulu Balan,1.831389,99.036111,
Dolok Pangulu Balang,1.685000,99.193333,
Dolok Pangulubalang,1.287100,99.779200,
Dolok Pangulubao,2.598800,99.068800,
Dolok Panindii,2.434800,99.238500,
Dolok Panobasan,1.656111,99.580833,
Dolok Panoguansolu,2.476667,99.198333,
Dolok Pantis,1.947778,98.674167,
Dolok Pantolo,1.598889,99.206667,
Dolok Pantoran Naginjang,1.808333,99.425278,
Dolok Paraupan,1.220100,99.151500,
Dolok Parbalingbingan,1.206000,99.440000,
Dolok Pardahanan,2.191667,99.117778,
Dolok Pargadungan,1.695000,99.451667,
Dolok Pargaolan,2.539167,99.156944,
Dolok Pargodungan,1.823889,98.892500,
Dolok Parhaluangan,1.775278,98.912500,
Dolok Parira,3.190000,98.676389,
Dolok Parjobajoba,2.568056,99.110833,
Dolok Parlangkitangan,0.981200,99.088400,
Dolok Parlayanan,1.314722,99.393889,
Dolok Parlayanan,0.771900,99.546500,
Dolok Parngiuran,1.950400,99.506000,
Dolok Parondasan,1.800833,98.825556,
Dolok Parparean,2.627222,99.035278,
Dolok Parsingkaman,1.848333,98.880556,
Dolok Partarakan,0.857222,99.201111,
Dolok Parurean,1.852222,99.336111,
Dolok Pasaran,2.455278,98.848611,
Dolok Paske,1.606111,99.197500,
Dolok Pasuhbuhit,2.601100,98.653300,
Dolok Patuan,1.502500,98.884444,
Dolok Paung,2.176944,99.136111,
Dolok Payanatingko,1.813889,99.561111,
Dolok Pengulubalang,2.686389,98.104444,
Dolok Penjeratan,2.680833,98.339722,
Dolok Petal,2.553333,98.017778,
Dolok Pimbositoka,1.751200,98.856100,
Dolok Pinantan,2.515278,98.197222,
Dolok Pinapan,2.195278,98.597222,
Dolok Pinsur,2.317100,98.880800,
Dolok Pintuarus,1.916667,99.666667,
Dolok Pokok Bintang,2.629700,98.623200,
Dolok Pola,3.397778,98.140000,
Dolok Pongki,1.661667,99.608889,
Dolok Pontas,0.901000,99.330700,
Dolok Pontas,2.257222,98.430833,
Dolok Portortoran,2.060833,98.653611,
Dolok Pucuk Anau,2.450200,96.435800,
Dolok Puhotan,1.688889,99.245278,
Dolok Purba Sinomba,1.870278,99.631111,
Dolok Putus,1.976667,98.564722,
Dolok Rahar Godang,0.874700,99.937800,
Dolok Raja,2.543300,98.346000,1251
Dolok Rajamaninjou,2.623889,98.144722,
Dolok Rajawali,3.112778,97.982778,
Dolok Rakom,2.829722,98.431389,
Dolok Rbangab,2.249200,99.164700,
Dolok Rinabidang,1.981111,99.555833,
Dolok Ringkabor,1.616667,99.044167,
Dolok Sabatonan,1.531389,99.358889,
Dolok Saburansaki,1.862500,99.540278,
Dolok Salean,1.634500,98.978200,
Dolok Sangga Rudang,1.430000,99.198889,
Dolok Sanggolangit,1.288056,99.427500,
Dolok Sanggul,2.554722,99.041667,
Dolok Sanggul,1.719167,99.179722,
Dolok Sangkal,3.066389,98.956667,
Dolok Saragodung,1.607500,99.319722,
Dolok Sargan,2.255833,98.426389,
Dolok Saro Godung,1.907778,99.405000,
Dolok Satuhibul,1.707778,99.585000,
Dolok Saur,2.145556,99.140556,
Dolok Saut,1.875800,99.172700,
Dolok Selingkambing,2.872300,95.819000,
Dolok Seluketan,3.342500,98.125278,
Dolok Semponon,2.462500,98.387778,
Dolok Sempurur,2.577222,98.131667,
Dolok Sfru,2.136667,98.423611,
Dolok Si Gulang Raga,0.998400,99.641600,
Dolok Si Lagundi,0.980300,99.351600,
Dolok Si Manon Dong,0.921389,99.439722,
Dolok Si Marsik-Arsik,0.956800,99.747400,
Dolok Si Pipisan,0.813333,99.491944,
Dolok Si Tamra Laut,0.870200,99.458600,
Dolok Siagas,1.790278,98.716389,
Dolok Siahap,2.529722,99.023056,
Dolok Sialang,1.847222,99.118333,
Dolok Sialang,1.339300,99.385600,
Dolok Sialang Batumuring,1.195556,99.684722,
Dolok Sialangharpe,1.191667,99.718333,
Dolok Sialogo,2.098333,99.171389,
Dolok Siambaton,2.126111,98.395000,
Dolok Siambil,1.083700,99.315100,
Dolok Sianak-anak,3.145833,98.665278,
Dolok Sianak-anak,2.970833,98.601667,
Dolok Sianggunan,1.491944,99.538056,
Dolok Siantar,2.822778,98.520278,
Dolok Siantunu,1.710556,99.524167,
Dolok Siarsamarsam,2.084800,99.096400,
Dolok Sibaboh,2.692000,96.094600,
Dolok Sibadak,2.093333,98.983056,
Dolok Sibahenggu,2.133611,98.387778,
Dolok Sibahopok,1.305833,99.165278,
Dolok Sibalanga,1.221667,99.565000,
Dolok Sibaling-baling,1.273333,99.452500,
Dolok Sibalun,2.408611,98.285278,
Dolok Sibarabara,1.391944,98.971667,
Dolok Sibaragas,2.702222,98.987778,
Dolok Sibaringbingan,1.840833,99.709722,
Dolok Sibartong,2.846600,98.465800,
Dolok Sibatu,1.951389,99.023056,
Dolok Sibau,2.559500,96.267900,
Dolok Sibaulangit,2.433611,99.060278,
Dolok Sibaulangit,2.605556,98.208333,
Dolok Sibaulangit,2.532778,99.212778,
Dolok Sibauminyak,2.114100,98.474000,
Dolok Sibayak,3.248300,98.500000,
Dolok Sibertelu,3.109000,98.848400,
Dolok Sibintangguk,2.579200,98.576500,
Dolok Sibirikbirik,1.792800,99.745200,
Dolok Sibodak,1.788611,99.234167,
Dolok Sibodat,1.636389,99.436389,
Dolok Siborboron,2.185556,98.705000,
Dolok Siborboron,2.006389,98.924722,
Dolok Siborotan,2.185600,99.100100,
Dolok Siborutoba,1.133000,99.348300,
Dolok Sibotik,1.380700,99.547900,
Dolok Siboulangit,1.928100,99.722500,
Dolok Sibuapak,1.743611,99.486389,
Dolok Sibubungan,2.513056,99.213889,
Dolok Sibudun,2.641111,98.196667,
Dolok Sibulu Tolang,1.335278,99.261667,
Dolok Sibusuk,1.378500,98.992600,
Dolok Sibutan,2.981389,98.506389,
Dolok Sidaludalu,2.345000,98.861389,
Dolok Sidempuan,2.100556,98.781389,
Dolok Sidenpuan,2.110278,98.681667,
Dolok Sidermut,3.026667,98.878611,
Dolok Sidingding Ari,1.605400,99.487900,
Dolok Sidingdingari,1.589444,99.507778,
Dolok Sidjambakbahir,2.749722,98.859722,
Dolok Siduadua,1.960300,99.132100,
Dolok Siduadua,1.180556,99.481111,
Dolok Sigala-gala,1.253300,99.487900,
Dolok Sigambo-gambo,1.904167,98.973333,
Dolok Sigambur,2.297500,98.811389,
Dolok Sigaranggarang,1.748800,99.691100,
Dolok Sigaung-gaung,2.764444,98.844722,
Dolok Siginduang,1.118300,99.547800,
Dolok Sigompulon,1.982778,99.696944,
Dolok Sigordang,2.067300,99.228100,
Dolok Sigordang,1.963611,98.575278,
Dolok Sigordang,1.810278,99.398889,
Dolok Sigualan,2.688380,98.931070,
Dolok Sigulatti,2.502778,99.173333,
Dolok Sigulingari,2.091944,98.615000,
Dolok Sigunaguna,2.072500,98.611667,
Dolok Sigunanlombu,1.848056,99.263611,
Dolok Sigunilombu,2.552500,99.144722,
Dolok Sihabuhabu,2.173300,99.361700,
Dolok Sihapas,1.475000,98.792222,
Dolok Sihombing,2.383600,98.329100,
Dolok Sihoru Horu,1.688611,99.505556,
Dolok Sihoruhoru,1.697500,99.487222,
Dolok Sihuikkuik,1.298611,99.266389,
Dolok Sihurungnatolu,1.393056,99.288889,
Dolok Sihutatik,2.631111,98.641389,
Dolok Siijuk,1.649444,99.355278,
Dolok Sijabijabi,1.746111,99.415000,
Dolok Sijambuk,2.541667,98.669444,
Dolok Sikambing,2.350556,98.405556,
Dolok Sikke,2.345278,98.923333,
Dolok Sikolingkoling,2.637778,98.284444,
Dolok Sikulamping,2.469167,98.218333,
Dolok Silali,2.869444,98.509167,
Dolok Silali,1.535833,99.551111,
Dolok Silaping,0.687800,99.132300,
Dolok Silayanglayang,1.617222,99.504722,
Dolok Silimpaung,1.941944,99.791111,
Dolok Siliung,1.458333,98.901111,
Dolok Silom,2.321111,98.985556,
Dolok Silomba,3.063611,98.917778,
Dolok Silosunglosung,1.637000,98.522000,
Dolok Silungunlungun,2.083300,98.560400,
Dolok Simanari,1.504444,99.546111,
Dolok Simandar,1.456111,99.217778,
Dolok Simandiangin,1.941000,99.635300,
Dolok Simangajak,1.751389,99.483333,
Dolok Simangan Dungi,2.395556,98.476111,
Dolok Simangundur,1.669100,99.262500,
Dolok Simangunjam,1.668333,99.368056,
Dolok Simanimbo,2.520000,99.254444,
Dolok Simantandera,1.290833,99.101389,
Dolok Simanuk,2.526944,99.052500,
Dolok Simanukmanuk,2.575833,99.109167,
Dolok Simar Jar Unjung,2.837222,98.772500,
Dolok Simarapak,2.097500,98.486111,
Dolok Simarbalatuk,2.057700,99.161400,
Dolok Simarbalatuk,2.688889,98.947500,
Dolok Simardalihan,2.508056,99.058333,
Dolok Simardona,1.316111,99.410278,
Dolok Simargapual,1.295000,99.564900,
Dolok Simargapual,1.232500,99.031389,
Dolok Simargolang,2.643056,98.628889,
Dolok Simarhambing,2.643611,99.008333,
Dolok Simaringgir,1.513300,99.028800,
Dolok Simarito,3.007778,98.942778,
Dolok Simarlelan,1.486111,98.873889,
Dolok Simarlelan,1.271111,99.014722,
Dolok Simarpalito,3.053333,98.846667,
Dolok Simarsompah,3.081389,98.880833,
Dolok Simarsoppit,3.056944,98.872500,
Dolok Simartimbang,2.673889,98.977222,
Dolok Simaruosos,1.888611,99.409167,
Dolok Simatamira,1.781389,99.148333,
Dolok Simbolon,3.013100,98.903100,
Dolok Simerem,2.803056,98.374444,
Dolok Simeseng,2.408611,98.221111,
Dolok Simotung,2.496200,98.897900,
Dolok Simpangmaligi,0.826111,99.194444,
Dolok Simulokanjing,1.389722,98.863889,
Dolok Simundom,1.385278,99.298056,
Dolok Sinabongan,1.838056,99.705000,
Dolok Sinamir,2.627778,99.147500,
Dolok Sinaongan,1.776111,98.797500,
Dolok Sinardolon,2.902222,98.507778,
Dolok Sindor,2.331667,98.861667,
Dolok Singalon,2.742778,98.212222,
Dolok Singgalang,2.959722,98.609167,
Dolok Singgutu,2.383889,98.185833,
Dolok Singkam,1.664722,99.185556,
Dolok Singkut,1.592222,99.105278,
Dolok Sintarge,3.096944,98.653889,
Dolok Siombuh,1.843333,99.013056,
Dolok Siombun,1.857222,99.040833,
Dolok Siombusan,1.687222,99.435833,
Dolok Siorang,1.629444,99.565278,
Dolok Sipadal,2.286111,98.819722,
Dolok Sipahotar,2.075556,98.528333,
Dolok Sipajek,2.338333,98.352500,
Dolok Sipalihutu,2.329444,99.007778,
Dolok Sipapagus,3.076944,98.832778,
Dolok Sipara Para,1.786389,99.536389,
Dolok Siparambatu,1.852500,98.649444,
Dolok Sipente,1.464800,99.070900,
Dolok Sipigul,2.807222,98.791389,
Dolok Sipinggolpinggol,2.273889,98.308056,
Dolok Sipipisan,1.075100,99.242600,
Dolok Sipipisan,1.609722,99.330556,
Dolok Sipipisan,1.653333,99.195833,
Dolok Siponggung,2.652778,98.990833,
Dolok Siporda,1.162778,99.310278,
Dolok Sipur Pur Alogo,1.776389,99.636944,
Dolok Siranggas,2.574800,98.285400,
Dolok Sirimbuing,1.793889,99.044722,
Dolok Siringoringo,2.315000,98.482500,
Dolok Sirisan,2.401667,98.322778,
Dolok Sirpangnamaropat,1.312222,99.563889,
Dolok Sirungguk,2.546389,99.038889,
Dolok Sisaesae,2.686111,98.958056,
Dolok Sisomot,1.322778,99.523333,
Dolok Sitabola,1.664167,99.615000,
Dolok Sitamorang,1.716667,99.478333,
Dolok Sitanggoru,1.219444,99.492222,
Dolok Sitardas,1.497600,98.815400,
Dolok Sitarindak,2.020278,99.069444,
Dolok Sitimpus,1.294722,99.146389,
Dolok Sitompa,1.301667,99.440000,
Dolok Sitompul,2.533611,99.051389,
Dolok Sitonde,1.960833,98.993889,
Dolok Sitoramo,2.343611,98.930278,
Dolok Situmba,1.268100,99.274300,
Dolok Situnggung,2.361667,98.898889,
Dolok Situngkus,1.616389,99.536389,
Dolok Situpang,3.044722,98.926667,
Dolok Siuga,2.315000,99.209722,
Dolok Siunggal,1.690000,99.659722,
